{'ulf': 31, 'urf': 327, 'umf': 100, 'ull': 9, 'urr': 70, 'ubb': 156, 'ul2': 58, 'ur2': 63, 'l1d': 848, 'lld': 750, 'rrd': 1852, 'r1d': 871, 'imur': 360, 'pos': {'x': -0.82, 'y': 6.61, 'z': -0.33}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1D33', '4097', '0BAE', '86AE'], 'Ax': ['0.00', '1.60', '-4.20', '5.10'], 'Ay': ['7.20', '3.10', '3.40', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.73', '4.46', '4.91', '5.89']}, 'a': -2.3, 'b': 6.3, 'oldx': -0.82, 'oldy': 6.61, 'imuc': 461.83011332616803, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 110, 'urf': 19, 'umf': 76, 'ull': 188, 'urr': 91, 'ubb': 0, 'ul2': 192, 'ur2': 68, 'l1d': 1563, 'lld': 1742, 'rrd': 231, 'r1d': 672, 'imur': 359, 'pos': {'x': 3.83, 'y': 2.42, 'z': -0.58}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '4090', '1582'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '0.00', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.20', '3.05', '3.17', '4.81']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 104, 'urf': 20, 'umf': 22, 'ull': 203, 'urr': 60, 'ubb': 0, 'ul2': 100, 'ur2': 100, 'l1d': 1143, 'lld': 1621, 'rrd': 249, 'r1d': 2070, 'imur': 359, 'pos': {'x': 4.07, 'y': 2.43, 'z': -0.62}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '4090', '1582'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '0.00', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.73', '3.11', '3.16', '4.83']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 38, 'urf': 23, 'umf': 21, 'ull': 100, 'urr': 60, 'ubb': 0, 'ul2': 100, 'ur2': 83, 'l1d': 1738, 'lld': 864, 'rrd': 2324, 'r1d': 1231, 'imur': 359, 'pos': {'x': 4.5, 'y': 2.47, 'z': -0.57}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '86AE', '1582'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '0.00', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.95', '3.00', '5.20', '5.62']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 35, 'urf': 100, 'umf': 26, 'ull': 279, 'urr': 63, 'ubb': 0, 'ul2': 100, 'ur2': 52, 'l1d': 957, 'lld': 235, 'rrd': 1538, 'r1d': 1936, 'imur': 359, 'pos': {'x': 4.68, 'y': 2.56, 'z': -0.45}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '86AE', '1582'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '0.00', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.87', '3.01', '5.25', '5.61']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 43, 'urf': 100, 'umf': 34, 'ull': 100, 'urr': 70, 'ubb': 192, 'ul2': 100, 'ur2': 61, 'l1d': 1178, 'lld': 280, 'rrd': 1620, 'r1d': 1877, 'imur': 359, 'pos': {'x': 4.83, 'y': 2.45, 'z': -0.53}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '86AE', '1582'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '0.00', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.09', '2.91', '5.41', '5.69']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 49, 'urf': 100, 'umf': 87, 'ull': 100, 'urr': 58, 'ubb': 188, 'ul2': 100, 'ur2': 61, 'l1d': 2629, 'lld': 305, 'rrd': 1352, 'r1d': 1498, 'imur': 359, 'pos': {'x': 4.99, 'y': 2.32, 'z': -0.55}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '86AE', '1582'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '0.00', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.23', '2.83', '5.44', '5.80']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 100, 'urf': 100, 'umf': 267, 'ull': 100, 'urr': 49, 'ubb': 188, 'ul2': 100, 'ur2': 35, 'l1d': 571, 'lld': 2436, 'rrd': 1407, 'r1d': 1885, 'imur': 359, 'pos': {'x': 5.05, 'y': 2.33, 'z': -0.47}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '86AE', '1582'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '0.00', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.13', '2.81', '5.48', '5.86']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 95, 'urf': 242, 'umf': 60, 'ull': 269, 'urr': 63, 'ubb': 204, 'ul2': 100, 'ur2': 42, 'l1d': 337, 'lld': 2490, 'rrd': 2263, 'r1d': 1698, 'imur': 359, 'pos': {'x': 5.03, 'y': 2.49, 'z': -0.36}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '0D9D', '4097'], 'Ax': ['4.40', '5.10', '10.10', '1.60'], 'Ay': ['3.66', '0.00', '3.12', '3.10'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.99', '2.92', '5.61', '3.75']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 158, 'urf': 100, 'umf': 54, 'ull': 268, 'urr': 42, 'ubb': 219, 'ul2': 100, 'ur2': 48, 'l1d': 360, 'lld': 2077, 'rrd': 1646, 'r1d': 1545, 'imur': 359, 'pos': {'x': 5.11, 'y': 2.76, 'z': -0.29}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '86AE', '1582'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '0.00', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.73', '3.11', '5.28', '6.02']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 69, 'urf': 216, 'umf': 52, 'ull': 20, 'urr': 100, 'ubb': 67, 'ul2': 269, 'ur2': 100, 'l1d': 389, 'lld': 1126, 'rrd': 2019, 'r1d': 1515, 'imur': 359, 'pos': {'x': 5.08, 'y': 2.98, 'z': -0.31}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '86AE', '1582'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '0.00', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.59', '3.35', '5.02', '6.11']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 90, 'urf': 202, 'umf': 60, 'ull': 20, 'urr': 100, 'ubb': 82, 'ul2': 268, 'ur2': 100, 'l1d': 523, 'lld': 1864, 'rrd': 1774, 'r1d': 1529, 'imur': 359, 'pos': {'x': 5.08, 'y': 3.2, 'z': -0.32}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '4097', '86AE'], 'Ax': ['4.40', '5.10', '1.60', '5.10'], 'Ay': ['3.66', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.63', '3.51', '3.75', '4.86']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 56, 'urf': 189, 'umf': 48, 'ull': 22, 'urr': 100, 'ubb': 69, 'ul2': 18, 'ur2': 100, 'l1d': 533, 'lld': 1608, 'rrd': 1102, 'r1d': 1656, 'imur': 359, 'pos': {'x': 5.06, 'y': 3.39, 'z': -0.32}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4090', '4097', '86AE'], 'Ax': ['4.40', '5.10', '1.60', '5.10'], 'Ay': ['3.66', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.57', '3.70', '3.79', '4.62']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 90, 'urf': 361, 'umf': 76, 'ull': 26, 'urr': 132, 'ubb': 282, 'ul2': 21, 'ur2': 145, 'l1d': 533, 'lld': 2125, 'rrd': 1666, 'r1d': 1476, 'imur': 359, 'pos': {'x': 5.08, 'y': 3.55, 'z': -0.34}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '4090', '86AE'], 'Ax': ['4.40', '1.60', '5.10', '5.10'], 'Ay': ['3.66', '3.10', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.51', '3.80', '3.85', '4.46']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 67, 'urf': 163, 'umf': 69, 'ull': 33, 'urr': 113, 'ubb': 293, 'ul2': 22, 'ur2': 139, 'l1d': 631, 'lld': 3036, 'rrd': 1458, 'r1d': 1549, 'imur': 359, 'pos': {'x': 5.19, 'y': 3.59, 'z': -0.13}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '4090', '86AE'], 'Ax': ['4.40', '1.60', '5.10', '5.10'], 'Ay': ['3.66', '3.10', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.55', '4.21', '4.08', '4.42']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 86, 'urf': 150, 'umf': 58, 'ull': 35, 'urr': 106, 'ubb': 62, 'ul2': 26, 'ur2': 131, 'l1d': 629, 'lld': 1820, 'rrd': 1219, 'r1d': 1448, 'imur': 359, 'pos': {'x': 5.03, 'y': 3.57, 'z': -0.24}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.51', '4.26', '4.17', '6.52']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 59, 'urf': 139, 'umf': 43, 'ull': 35, 'urr': 104, 'ubb': 66, 'ul2': 34, 'ur2': 113, 'l1d': 718, 'lld': 1812, 'rrd': 1514, 'r1d': 1487, 'imur': 359, 'pos': {'x': 4.93, 'y': 3.62, 'z': 0.13}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '4090'], 'Ax': ['4.40', '1.60', '5.10', '5.10'], 'Ay': ['3.66', '3.10', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.95', '3.89', '4.17', '4.18']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 67, 'urf': 303, 'umf': 50, 'ull': 39, 'urr': 103, 'ubb': 86, 'ul2': 34, 'ur2': 106, 'l1d': 929, 'lld': 1821, 'rrd': 1316, 'r1d': 1433, 'imur': 359, 'pos': {'x': 5.19, 'y': 3.74, 'z': -0.32}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '4090'], 'Ax': ['4.40', '1.60', '5.10', '5.10'], 'Ay': ['3.66', '3.10', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.63', '4.17', '4.05', '4.32']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 61, 'urf': 119, 'umf': 51, 'ull': 42, 'urr': 66, 'ubb': 52, 'ul2': 36, 'ur2': 58, 'l1d': 3287, 'lld': 1546, 'rrd': 1389, 'r1d': 1169, 'imur': 359, 'pos': {'x': 4.91, 'y': 3.57, 'z': 0.0}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '4090'], 'Ax': ['4.40', '1.60', '5.10', '5.10'], 'Ay': ['3.66', '3.10', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.59', '4.33', '3.98', '4.49']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 58, 'urf': 112, 'umf': 61, 'ull': 45, 'urr': 101, 'ubb': 58, 'ul2': 39, 'ur2': 103, 'l1d': 1936, 'lld': 1207, 'rrd': 1172, 'r1d': 1201, 'imur': 359, 'pos': {'x': 5.14, 'y': 3.6, 'z': -0.2}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '4090'], 'Ax': ['4.40', '1.60', '5.10', '5.10'], 'Ay': ['3.66', '3.10', '7.20', '0.00'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.67', '4.40', '3.87', '4.68']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 57, 'urf': 255, 'umf': 69, 'ull': 48, 'urr': 99, 'ubb': 58, 'ul2': 42, 'ur2': 103, 'l1d': 2060, 'lld': 1660, 'rrd': 1737, 'r1d': 1065, 'imur': 359, 'pos': {'x': 4.95, 'y': 4.15, 'z': -0.42}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.76', '3.32', '4.69', '6.08']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 98, 'urf': 239, 'umf': 240, 'ull': 53, 'urr': 90, 'ubb': 63, 'ul2': 45, 'ur2': 101, 'l1d': 2262, 'lld': 1296, 'rrd': 1614, 'r1d': 1479, 'imur': 359, 'pos': {'x': 5.0, 'y': 4.18, 'z': -0.49}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.77', '3.42', '4.82', '6.05']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 67, 'urf': 226, 'umf': 48, 'ull': 80, 'urr': 80, 'ubb': 79, 'ul2': 49, 'ur2': 99, 'l1d': 2171, 'lld': 840, 'rrd': 2247, 'r1d': 2260, 'imur': 359, 'pos': {'x': 4.75, 'y': 4.3, 'z': -0.58}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.84', '3.34', '5.07', '5.90']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 70, 'urf': 100, 'umf': 58, 'ull': 84, 'urr': 77, 'ubb': 104, 'ul2': 52, 'ur2': 98, 'l1d': 1968, 'lld': 742, 'rrd': 1327, 'r1d': 1745, 'imur': 359, 'pos': {'x': 4.9, 'y': 4.37, 'z': -0.58}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.87', '3.30', '5.17', '5.88']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.7, 'oldy': 0.87, 'imuc': 357.2047765897372, 'minimu': 146, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 70, 'urf': 100, 'umf': 58, 'ull': 84, 'urr': 77, 'ubb': 104, 'ul2': 52, 'ur2': 98, 'l1d': 1968, 'lld': 742, 'rrd': 1327, 'r1d': 1745, 'imur': 367, 'pos': {'x': 4.91, 'y': 4.47, 'z': -0.57}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.86', '3.11', '5.25', '5.86']}, 'a': 2.97, 'b': 6.4, 'oldx': 4.91, 'oldy': 4.47, 'imuc': 405.1480507803443, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 70, 'urf': 100, 'umf': 58, 'ull': 84, 'urr': 77, 'ubb': 104, 'ul2': 52, 'ur2': 98, 'l1d': 1968, 'lld': 742, 'rrd': 1327, 'r1d': 1745, 'imur': 372, 'pos': {'x': 4.91, 'y': 4.47, 'z': -0.57}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.86', '3.11', '5.25', '5.86']}, 'a': 2.97, 'b': 6.4, 'oldx': 4.91, 'oldy': 4.47, 'imuc': 405.1480507803443, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 70, 'urf': 100, 'umf': 58, 'ull': 84, 'urr': 77, 'ubb': 104, 'ul2': 52, 'ur2': 98, 'l1d': 1968, 'lld': 742, 'rrd': 1327, 'r1d': 1745, 'imur': 376, 'pos': {'x': 4.91, 'y': 4.47, 'z': -0.57}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.86', '3.11', '5.25', '5.86']}, 'a': 2.97, 'b': 6.4, 'oldx': 4.91, 'oldy': 4.47, 'imuc': 405.1480507803443, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 70, 'urf': 100, 'umf': 58, 'ull': 84, 'urr': 77, 'ubb': 104, 'ul2': 52, 'ur2': 98, 'l1d': 1968, 'lld': 742, 'rrd': 1327, 'r1d': 1745, 'imur': 380, 'pos': {'x': 4.91, 'y': 4.47, 'z': -0.57}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '86AE', '4090', '1D33'], 'Ax': ['4.40', '5.10', '5.10', '0.00'], 'Ay': ['3.66', '7.20', '0.00', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.86', '3.11', '5.25', '5.86']}, 'a': 2.97, 'b': 6.4, 'oldx': 4.91, 'oldy': 4.47, 'imuc': 405.1480507803443, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
